    t     y_estimated_euler    y_exact  
  0.469999820      0.835030854      0.830853283    
  0.479999810      0.837335587      0.833467782    
  0.489999801      0.839477003      0.835917771    
  0.499999791      0.841470718      0.838218093    
  0.509999812      0.843331695      0.840383470    
  0.519999802      0.845074117      0.842427313    
  0.529999793      0.846711636      0.844363332    
  0.539999783      0.848257124      0.846203685    
  0.549999774      0.849722803      0.847960830    
  0.559999764      0.851120412      0.849645734    
  0.569999754      0.852460980      0.851269424    
  0.579999745      0.853755057      0.852842152    
  0.589999735      0.855012536      0.854373574    
  0.599999726      0.856242955      0.855872869    
  0.609999716      0.857455194      0.857348979    
  0.619999707      0.858657718      0.858810544    
  0.629999697      0.859858513      0.860264599    
  0.639999688      0.861065090      0.861719072    
  0.649999678      0.862284601      0.863180578    
  0.659999669      0.863523662      0.864656091    
  0.669999659      0.864788592      0.866152108    
  0.679999650      0.866085291      0.867673576    
  0.689999640      0.867419243      0.869226396    
  0.699999630      0.868795633      0.870815575    
  0.709999621      0.870219290      0.872446120    
  0.719999611      0.871694744      0.874122441    
  0.729999602      0.873226106      0.875848532    
  0.739999592      0.874817252      0.877628386    
  0.749999583      0.876471817      0.879465640    
  0.759999573      0.878193021      0.881363451    
  0.769999564      0.879983902      0.883324683    
  0.779999554      0.881847262      0.885352433    
  0.789999545      0.883785605      0.887449145    
  0.799999535      0.885801196      0.889617383    
  0.809999526      0.887896061      0.891858459    
  0.819999516      0.890072107      0.894175112    
  0.829999506      0.892330885      0.896568596    
  0.839999497      0.894673824      0.899040341    
  0.849999487      0.897102118      0.901591897    
  0.859999478      0.899616838      0.904223979    
  0.869999468      0.902218878      0.906937778    
  0.879999459      0.904908895      0.909734190    
  0.889999449      0.907687366      0.912613332    
  0.899999440      0.910554707      0.915575981    
  0.909999430      0.913511157      0.918622315    
  0.919999421      0.916556776      0.921752512    
  0.929999411      0.919691503      0.924966931    
  0.939999402      0.922915161      0.928265035    
  0.949999392      0.926227450      0.931646645    
  0.959999382      0.929627955      0.935111582    
  0.969999373      0.933116078      0.938659251    
  0.979999363      0.936691225      0.942289352    
  0.989999354      0.940352619      0.946000755    
  0.999999344      0.944099426      0.949792981    
   1.00999939      0.947930694      0.953665316    
   1.01999938      0.951845407      0.957616568    
   1.02999938      0.955842495      0.961646080    
   1.03999937      0.959920704      0.965752125    
   1.04999936      0.964078784      0.969934106    
   1.05999935      0.968315423      0.974190593    
   1.06999934      0.972629189      0.978520274    
   1.07999933      0.977018654      0.982921600    
   1.08999932      0.981482267      0.987393439    
   1.09999931      0.986018479      0.991933942    
   1.10999930      0.990625620      0.996541917    
   1.11999929      0.995301962       1.00121570    
   1.12999928       1.00004578       1.00595343    
   1.13999927       1.00485539       1.01075339    
   1.14999926       1.00972891       1.01561415    
   1.15999925       1.01466441       1.02053380    
   1.16999924       1.01966012       1.02551055    
   1.17999923       1.02471399       1.03054237    
   1.18999922       1.02982414       1.03562772    
   1.19999921       1.03498852       1.04076421    
   1.20999920       1.04020524       1.04595029    
   1.21999919       1.04547215       1.05118394    
   1.22999918       1.05078721       1.05646324    
   1.23999918       1.05614829       1.06178606    
   1.24999917       1.06155336       1.06715035    
   1.25999916       1.06700027       1.07255411    
   1.26999915       1.07248688       1.07799518    
   1.27999914       1.07801104       1.08347178    
   1.28999913       1.08357060       1.08898139    
   1.29999912       1.08916342       1.09452248    
   1.30999911       1.09478724       1.10009241    
   1.31999910       1.10043991       1.10568929    
   1.32999909       1.10611928       1.11131120    
   1.33999908       1.11182320       1.11695552    
   1.34999907       1.11754942       1.12262046    
   1.35999906       1.12329566       1.12830389    
   1.36999905       1.12905979       1.13400364    
   1.37999904       1.13483965       1.13971734    
   1.38999903       1.14063299       1.14544320    
   1.39999902       1.14643753       1.15117896    
   1.40999901       1.15225124       1.15692258    
   1.41999900       1.15807176       1.16267157    
   1.42999899       1.16389704       1.16842425    
   1.43999898       1.16972482       1.17417812    
   1.44999897       1.17555308       1.17993128    
   1.45999897       1.18137956       1.18568170    
   1.46999896       1.18720210       1.19142699    
   1.47999895       1.19301844       1.19716525    
   1.48999894       1.19882667       1.20289469    
   1.49999893       1.20462453       1.20861268    
   1.50999892       1.21040988       1.21431756    
   1.51999891       1.21618068       1.22000694    
   1.52999890       1.22193491       1.22567904    
   1.53999889       1.22767043       1.23133171    
   1.54999888       1.23338521       1.23696315    
   1.55999887       1.23907709       1.24257100    
   1.56999886       1.24474418       1.24815369    
   1.57999885       1.25038445       1.25370884    
   1.58999884       1.25599575       1.25923467    
   1.59999883       1.26157629       1.26472950    
   1.60999882       1.26712406       1.27019095    
   1.61999881       1.27263701       1.27561736    
   1.62999880       1.27811325       1.28100669    
   1.63999879       1.28355086       1.28635716    
   1.64999878       1.28894806       1.29166698    
   1.65999877       1.29430282       1.29693413    
   1.66999876       1.29961336       1.30215693    
   1.67999876       1.30487776       1.30733359    
   1.68999875       1.31009436       1.31246233    
   1.69999874       1.31526113       1.31754112    
   1.70999873       1.32037652       1.32256842    
   1.71999872       1.32543862       1.32754242    
   1.72999871       1.33044565       1.33246148    
   1.73999870       1.33539605       1.33732378    
   1.74999869       1.34028792       1.34212804    
   1.75999868       1.34511971       1.34687197    
   1.76999867       1.34988976       1.35155439    
   1.77999866       1.35459638       1.35617352    
   1.78999865       1.35923791       1.36072779    
   1.79999864       1.36381280       1.36521566    
   1.80999863       1.36831951       1.36963558    
   1.81999862       1.37275648       1.37398601    
   1.82999861       1.37712216       1.37826514    
   1.83999860       1.38141501       1.38247204    
   1.84999859       1.38563347       1.38660479    
   1.85999858       1.38977611       1.39066219    
   1.86999857       1.39384151       1.39464259    
   1.87999856       1.39782834       1.39854479    
   1.88999856       1.40173507       1.40236723    
   1.89999855       1.40556037       1.40610874    
   1.90999854       1.40930283       1.40976775    
   1.91999853       1.41296113       1.41334319    
   1.92999852       1.41653395       1.41683340    
   1.93999851       1.42001998       1.42023754    
   1.94999850       1.42341793       1.42355406    
   1.95999849       1.42672658       1.42678165    
   1.96999848       1.42994475       1.42991948    
   1.97999847       1.43307114       1.43296599    
   1.98999846       1.43610466       1.43592012    
   1.99999845       1.43904412       1.43878078    
   2.00999856       1.44188833       1.44154680    
   2.01999855       1.44463623       1.44421709    
   2.02999854       1.44728673       1.44679058    
   2.03999853       1.44983864       1.44926596    
   2.04999852       1.45229101       1.45164251    
   2.05999851       1.45464277       1.45391917    
   2.06999850       1.45689297       1.45609486    
   2.07999849       1.45904052       1.45816851    
   2.08999848       1.46108460       1.46013939    
   2.09999847       1.46302414       1.46200633    
   2.10999846       1.46485829       1.46376872    
   2.11999846       1.46658611       1.46542537    
   2.12999845       1.46820676       1.46697545    
   2.13999844       1.46971941       1.46841836    
   2.14999843       1.47112310       1.46975303    
   2.15999842       1.47241712       1.47097874    
   2.16999841       1.47360063       1.47209466    
   2.17999840       1.47467291       1.47310019    
   2.18999839       1.47563326       1.47399437    
   2.19999838       1.47648084       1.47477651    
   2.20999837       1.47721505       1.47544611    
   2.21999836       1.47783518       1.47600245    
   2.22999835       1.47834051       1.47644448    
   2.23999834       1.47873044       1.47677207    
   2.24999833       1.47900438       1.47698450    
   2.25999832       1.47916162       1.47708106    
   2.26999831       1.47920167       1.47706103    
   2.27999830       1.47912407       1.47692418    
   2.28999829       1.47892809       1.47666979    
   2.29999828       1.47861338       1.47629738    
   2.30999827       1.47817934       1.47580659    
   2.31999826       1.47762561       1.47519672    
   2.32999825       1.47695160       1.47446752    
   2.33999825       1.47615695       1.47361839    
   2.34999824       1.47524130       1.47264910    
   2.35999823       1.47420418       1.47155917    
   2.36999822       1.47304523       1.47034812    
   2.37999821       1.47176409       1.46901584    
   2.38999820       1.47036052       1.46756184    
   2.39999819       1.46883416       1.46598589    
   2.40999818       1.46718466       1.46428776    
   2.41999817       1.46541178       1.46246696    
   2.42999816       1.46351528       1.46052337    
   2.43999815       1.46149492       1.45845675    
   2.44999814       1.45935059       1.45626688    
   2.45999813       1.45708203       1.45395374    
   2.46999812       1.45468903       1.45151687    
   2.47999811       1.45217144       1.44895625    
   2.48999810       1.44952917       1.44627190    
   2.49999809       1.44676208       1.44346333    
   2.50999808       1.44387007       1.44053102    
   2.51999807       1.44085312       1.43747425    
   2.52999806       1.43771112       1.43429351    
   2.53999805       1.43444407       1.43098831    
   2.54999804       1.43105185       1.42755890    
   2.55999804       1.42753458       1.42400527    
   2.56999803       1.42389214       1.42032743    
   2.57999802       1.42012477       1.41652513    
   2.58999801       1.41623235       1.41259885    
   2.59999800       1.41221499       1.40854847    
   2.60999799       1.40807283       1.40437412    
   2.61999798       1.40380597       1.40007579    
   2.62999797       1.39941454       1.39565372    
   2.63999796       1.39489865       1.39110804    
   2.64999795       1.39025843       1.38643885    
   2.65999794       1.38549411       1.38164639    
   2.66999793       1.38060594       1.37673092    
   2.67999792       1.37559402       1.37169242    
   2.68999791       1.37045860       1.36653137    
   2.69999790       1.36520004       1.36124802    
   2.70999789       1.35981858       1.35584235    
   2.71999788       1.35431445       1.35031497    
   2.72999787       1.34868789       1.34466588    
   2.73999786       1.34293926       1.33889568    
   2.74999785       1.33706892       1.33300447    
   2.75999784       1.33107722       1.32699275    
   2.76999784       1.32496452       1.32086086    
   2.77999783       1.31873131       1.31460905    
   2.78999782       1.31237781       1.30823791    
   2.79999781       1.30590451       1.30174780    
   2.80999780       1.29931188       1.29513907    
   2.81999779       1.29260027       1.28841209    
   2.82999778       1.28577030       1.28156757    
   2.83999777       1.27882230       1.27460575    
   2.84999776       1.27175677       1.26752734    
   2.85999775       1.26457429       1.26033258    
   2.86999774       1.25727534       1.25302231    
   2.87999773       1.24986053       1.24559689    
   2.88999772       1.24233031       1.23805666    
   2.89999771       1.23468530       1.23040271    
   2.90999770       1.22692609       1.22263503    
   2.91999769       1.21905327       1.21475470    
   2.92999768       1.21106756       1.20676208    
   2.93999767       1.20296943       1.19865787    
   2.94999766       1.19475961       1.19044256    
   2.95999765       1.18643868       1.18211710    
   2.96999764       1.17800736       1.17368186    
   2.97999763       1.16946638       1.16513777    
   2.98999763       1.16081643       1.15648532    
   2.99999762       1.15205812       1.14772534    
   3.00999761       1.14319229       1.13885868    
   3.01999760       1.13421965       1.12988567    
   3.02999759       1.12514091       1.12080741    
   3.03999758       1.11595690       1.11162460    
   3.04999757       1.10666835       1.10233808    
   3.05999756       1.09727609       1.09294832    
   3.06999755       1.08778095       1.08345652    
   3.07999754       1.07818365       1.07386315    
   3.08999753       1.06848514       1.06416929    
   3.09999752       1.05868614       1.05437565    
   3.10999751       1.04878759       1.04448330    
   3.11999750       1.03879035       1.03449273    
   3.12999749       1.02869523       1.02440512    
   3.13999748       1.01850319       1.01422131    
   3.14999747       1.00821519       1.00394201    
   3.15999746      0.997832060      0.993568361    
   3.16999745      0.987354755      0.983101130    
   3.17999744      0.976784229      0.972541392    
   3.18999743      0.966121376      0.961889982    
   3.19999743      0.955367208      0.951147974    
   3.20999742      0.944522679      0.940316141    
   3.21999741      0.933588803      0.929395676    
   3.22999740      0.922566533      0.918387413    
   3.23999739      0.911456943      0.907292485    
   3.24999738      0.900260985      0.896111786    
   3.25999737      0.888979733      0.884846449    
   3.26999736      0.877614141      0.873497367    
   3.27999735      0.866165340      0.862065673    
   3.28999734      0.854634345      0.850552499    
   3.29999733      0.843022227      0.838958681    
   3.30999732      0.831330121      0.827285528    
   3.31999731      0.819559038      0.815533996    
   3.32999730      0.807710111      0.803705215    
   3.33999729      0.795784414      0.791800261    
   3.34999728      0.783783078      0.779820263    
   3.35999727      0.771707237      0.767766356    
   3.36999726      0.759558022      0.755639553    
   3.37999725      0.747336566      0.743441164    
   3.38999724      0.735044062      0.731172204    
   3.39999723      0.722681582      0.718833923    
   3.40999722      0.710250378      0.706427395    
   3.41999722      0.697751582      0.693953872    
   3.42999721      0.685186386      0.681414485    
   3.43999720      0.672555983      0.668810427    
   3.44999719      0.659861565      0.656142831    
   3.45999718      0.647104323      0.643413007    
   3.46999717      0.634285510      0.630622029    
   3.47999716      0.621406317      0.617771268    
   3.48999715      0.608467937      0.604861975    
   3.49999714      0.595471680      0.591895103    
   3.50999713      0.582418740      0.578872204    
   3.51999712      0.569310367      0.565794289    
   3.52999711      0.556147873      0.552662730    
   3.53999710      0.542932451      0.539478838    
   3.54999709      0.529665411      0.526243687    
   3.55999708      0.516348004      0.512958705    
   3.56999707      0.502981544      0.499625206    
   3.57999706      0.489567280      0.486244261    
   3.58999705      0.476106524      0.472817332    
   3.59999704      0.462600589      0.459345698    
   3.60999703      0.449050754      0.445830524    
   3.61999702      0.435458332      0.432273269    
   3.62999701      0.421824634      0.418675214    
   3.63999701      0.408150971      0.405037612    
   3.64999700      0.394438684      0.391361773    
   3.65999699      0.380689085      0.377649099    
   3.66999698      0.366903543      0.363900900    
   3.67999697      0.353083372      0.350118458    
   3.68999696      0.339229912      0.336303115    
   3.69999695      0.325344503      0.322456241    
   3.70999694      0.311428487      0.308579147    
   3.71999693      0.297483236      0.294673204    
   3.72999692      0.283510089      0.280739784    
   3.73999691      0.269510448      0.266780257    
   3.74999690      0.255485624      0.252795935    
   3.75999689      0.241437018      0.238788188    
   3.76999688      0.227366000      0.224758387    
   3.77999687      0.213273928      0.210707843    
   3.78999686      0.199162185      0.196637988    
   3.79999685      0.185032159      0.182550251    
   3.80999684      0.170885220      0.168445885    
   3.81999683      0.156722754      0.154326379    
   3.82999682      0.142546147      0.140193045    
   3.83999681      0.128356785      0.126047194    
   3.84999681      0.114156052      0.111890435    
   3.85999680       9.99453440E-02   9.77239013E-02
   3.86999679       8.57260600E-02   8.35492015E-02
   3.87999678       7.14995861E-02   6.93674684E-02
   3.88999677       5.72673231E-02   5.51803708E-02
   3.89999676       4.30306643E-02   4.09891009E-02
   3.90999675       2.87910067E-02   2.67952085E-02
   3.91999674       1.45497490E-02   1.25998855E-02
   3.92999673       3.08291055E-04  -1.59537792E-03
   3.93999672      -1.39319673E-02  -1.57890916E-02
   3.94999671      -2.81696282E-02  -2.99799442E-02
   3.95999670      -4.24032882E-02  -4.41666245E-02
   3.96999669      -5.66315502E-02  -5.83475828E-02
   3.97999668      -7.08530098E-02  -7.25216269E-02
   3.98999667      -8.50662738E-02  -8.66870880E-02
   3.99999666      -9.92699414E-02 -0.100842714    
   4.00999689     -0.113462612     -0.114987612    
   4.01999712     -0.127642885     -0.129119813    
   4.02999735     -0.141809359     -0.143237948    
   4.03999758     -0.155960649     -0.157340705    
   4.04999781     -0.170095354     -0.171426713    
   4.05999804     -0.184212089     -0.185494602    
   4.06999826     -0.198309451     -0.199542820    
   4.07999849     -0.212386057     -0.213570178    
   4.08999872     -0.226440504     -0.227575123    
   4.09999895     -0.240471423     -0.241556466    
   4.10999918     -0.254477412     -0.255512595    
   4.11999941     -0.268457085     -0.269442379    
   4.12999964     -0.282409072     -0.283344209    
   4.13999987     -0.296332002     -0.297216892    
   4.15000010     -0.310224503     -0.311058939    
   4.16000032     -0.324085176     -0.324869156    
   4.17000055     -0.337912679     -0.338645935    
   4.18000078     -0.351705611     -0.352388024    
   4.19000101     -0.365462631     -0.366094142    
   4.20000124     -0.379182369     -0.379762799    
   4.21000147     -0.392863482     -0.393392742    
   4.22000170     -0.406504601     -0.406982601    
   4.23000193     -0.420104384     -0.420531064    
   4.24000216     -0.433661491     -0.434036702    
   4.25000238     -0.447174549     -0.447498232    
   4.26000261     -0.460642248     -0.460914284    
   4.27000284     -0.474063247     -0.474283606    
   4.28000307     -0.487436235     -0.487604767    
   4.29000330     -0.500759840     -0.500876606    
   4.30000353     -0.514032781     -0.514097691    
   4.31000376     -0.527253747     -0.527266741    
   4.32000399     -0.540421426     -0.540382326    
   4.33000422     -0.553534508     -0.553443432    
   4.34000444     -0.566591680     -0.566448450    
   4.35000467     -0.579591632     -0.579396367    
   4.36000490     -0.592533112     -0.592285752    
   4.37000513     -0.605414808     -0.605115235    
   4.38000536     -0.618235469     -0.617883742    
   4.39000559     -0.630993783     -0.630589902    
   4.40000582     -0.643688500     -0.643232524    
   4.41000605     -0.656318367     -0.655810237    
   4.42000628     -0.668882132     -0.668321967    
   4.43000650     -0.681378543     -0.680766225    
   4.44000673     -0.693806350     -0.693141937    
   4.45000696     -0.706164360     -0.705447972    
   4.46000719     -0.718451321     -0.717682838    
   4.47000742     -0.730665982     -0.729845583    
   4.48000765     -0.742807150     -0.741934896    
   4.49000788     -0.754873633     -0.753949523    
   4.50000811     -0.766864240     -0.765888333    
   4.51000834     -0.778777778     -0.777750134    
   4.52000856     -0.790613055     -0.789533734    
   4.53000879     -0.802368879     -0.801237941    
   4.54000902     -0.814044118     -0.812861681    
   4.55000925     -0.825637579     -0.824403703    
   4.56000948     -0.837148130     -0.835862875    
   4.57000971     -0.848574579     -0.847238123    
   4.58000994     -0.859915853     -0.858528256    
   4.59001017     -0.871170819     -0.869732201    
   4.60001040     -0.882338345     -0.880848765    
   4.61001062     -0.893417299     -0.891876936    
   4.62001085     -0.904406607     -0.902815640    
   4.63001108     -0.915305138     -0.913663626    
   4.64001131     -0.926111817     -0.924419880    
   4.65001154     -0.936825633     -0.935083449    
   4.66001177     -0.947445452     -0.945653141    
   4.67001200     -0.957970262     -0.956128001    
   4.68001223     -0.968398988     -0.966506898    
   4.69001245     -0.978730559     -0.976788938    
   4.70001268     -0.988964021     -0.986972928    
   4.71001291     -0.999098301     -0.997057915    
   4.72001314      -1.00913239      -1.00704288    
   4.73001337      -1.01906538      -1.01692688    
   4.74001360      -1.02889621      -1.02670908    
   4.75001383      -1.03862393      -1.03638816    
   4.76001406      -1.04824746      -1.04596341    
   4.77001429      -1.05776596      -1.05543387    
   4.78001451      -1.06717849      -1.06479836    
   4.79001474      -1.07648408      -1.07405627    
   4.80001497      -1.08568180      -1.08320642    
   4.81001520      -1.09477067      -1.09224808    
   4.82001543      -1.10374987      -1.10118032    
   4.83001566      -1.11261845      -1.11000216    
   4.84001589      -1.12137556      -1.11871266    
   4.85001612      -1.13002038      -1.12731123    
   4.86001635      -1.13855195      -1.13579690    
   4.87001657      -1.14696956      -1.14416873    
   4.88001680      -1.15527225      -1.15242577    
   4.89001703      -1.16345918      -1.16056752    
   4.90001726      -1.17152965      -1.16859305    
   4.91001749      -1.17948270      -1.17650151    
   4.92001772      -1.18731773      -1.18429196    
   4.93001795      -1.19503379      -1.19196391    
   4.94001818      -1.20263016      -1.19951653    
   4.95001841      -1.21010613      -1.20694900    
   4.96001863      -1.21746099      -1.21426058    
   4.97001886      -1.22469389      -1.22145045    
   4.98001909      -1.23180413      -1.22851825    
   4.99001932      -1.23879111      -1.23546278    
   5.00001955      -1.24565399      -1.24228370    
   5.01001978      -1.25239217      -1.24898028    
   5.02002001      -1.25900495      -1.25555170    
   5.03002024      -1.26549172      -1.26199746    
   5.04002047      -1.27185178      -1.26831686    
   5.05002069      -1.27808452      -1.27450931    
   5.06002092      -1.28418934      -1.28057408    
   5.07002115      -1.29016566      -1.28651071    
   5.08002138      -1.29601276      -1.29231858    
   5.09002161      -1.30173016      -1.29799700    
   5.10002184      -1.30731726      -1.30354559    
   5.11002207      -1.31277347      -1.30896354    
   5.12002230      -1.31809831      -1.31425059    
   5.13002253      -1.32329118      -1.31940603    
   5.14002275      -1.32835162      -1.32442951    
   5.15002298      -1.33327913      -1.32932031    
   5.16002321      -1.33807325      -1.33407807    
   5.17002344      -1.34273338      -1.33870232    
   5.18002367      -1.34725916      -1.34319258    
   5.19002390      -1.35165012      -1.34754837    
   5.20002413      -1.35590577      -1.35176933    
   5.21002436      -1.36002576      -1.35585499    
   5.22002459      -1.36400962      -1.35980487    
   5.23002481      -1.36785698      -1.36361885    
   5.24002504      -1.37156749      -1.36729622    
   5.25002527      -1.37514079      -1.37083685    
   5.26002550      -1.37857652      -1.37424016    
   5.27002573      -1.38187420      -1.37750614    
   5.28002596      -1.38503361      -1.38063419    
   5.29002619      -1.38805449      -1.38362408    
   5.30002642      -1.39093649      -1.38647556    
   5.31002665      -1.39367926      -1.38918805    
   5.32002687      -1.39628267      -1.39176178    
   5.33002710      -1.39874637      -1.39419627    
   5.34002733      -1.40107012      -1.39649105    
   5.35002756      -1.40325367      -1.39864635    
   5.36002779      -1.40529680      -1.40066147    
   5.37002802      -1.40719926      -1.40253651    
   5.38002825      -1.40896094      -1.40427136    
   5.39002848      -1.41058171      -1.40586555    
   5.40002871      -1.41206133      -1.40731907    
   5.41002893      -1.41339970      -1.40863180    
   5.42002916      -1.41459668      -1.40980363    
   5.43002939      -1.41565204      -1.41083431    
   5.44002962      -1.41656578      -1.41172409    
   5.45002985      -1.41733778      -1.41247237    
   5.46003008      -1.41796803      -1.41307950    
   5.47003031      -1.41845644      -1.41354513    
   5.48003054      -1.41880298      -1.41386938    
   5.49003077      -1.41900754      -1.41405225    
   5.50003099      -1.41907012      -1.41409349    
   5.51003122      -1.41899073      -1.41399336    
   5.52003145      -1.41876936      -1.41375184    
   5.53003168      -1.41840613      -1.41336870    
   5.54003191      -1.41790092      -1.41284442    
   5.55003214      -1.41725397      -1.41217852    
   5.56003237      -1.41646516      -1.41137147    
   5.57003260      -1.41553473      -1.41042316    
   5.58003283      -1.41446269      -1.40933383    
   5.59003305      -1.41324914      -1.40810347    
   5.60003328      -1.41189420      -1.40673232    
   5.61003351      -1.41039801      -1.40522027    
   5.62003374      -1.40876079      -1.40356779    
   5.63003397      -1.40698254      -1.40177488    
   5.64003420      -1.40506363      -1.39984179    
   5.65003443      -1.40300417      -1.39776862    
   5.66003466      -1.40080440      -1.39555573    
   5.67003489      -1.39846444      -1.39320302    
   5.68003511      -1.39598465      -1.39071107    
   5.69003534      -1.39336514      -1.38808012    
   5.70003557      -1.39060628      -1.38531005    
   5.71003580      -1.38770831      -1.38240147    
   5.72003603      -1.38467157      -1.37935472    
   5.73003626      -1.38149631      -1.37616992    
   5.74003649      -1.37818289      -1.37284756    
   5.75003672      -1.37473154      -1.36938787    
   5.76003695      -1.37114275      -1.36579108    
   5.77003717      -1.36741674      -1.36205769    
   5.78003740      -1.36355400      -1.35818815    
   5.79003763      -1.35955489      -1.35418272    
   5.80003786      -1.35541975      -1.35004175    
   5.81003809      -1.35114908      -1.34576583    
   5.82003832      -1.34674323      -1.34135520    
   5.83003855      -1.34220266      -1.33681047    
   5.84003878      -1.33752787      -1.33213210    
   5.85003901      -1.33271933      -1.32732034    
   5.86003923      -1.32777739      -1.32237589    
   5.87003946      -1.32270265      -1.31729913    
   5.88003969      -1.31749558      -1.31209064    
   5.89003992      -1.31215680      -1.30675089    
   5.90004015      -1.30668676      -1.30128050    
   5.91004038      -1.30108607      -1.29567981    
   5.92004061      -1.29535520      -1.28994966    
   5.93004084      -1.28949475      -1.28409040    
   5.94004107      -1.28350532      -1.27810276    
   5.95004129      -1.27738750      -1.27198720    
   5.96004152      -1.27114201      -1.26574445    
   5.97004175      -1.26476932      -1.25937510    
   5.98004198      -1.25827014      -1.25287986    
   5.99004221      -1.25164509      -1.24625921    
   6.00004244      -1.24489486      -1.23951399    
   6.01004267      -1.23802018      -1.23264480    
   6.02004290      -1.23102164      -1.22565222    
   6.03004313      -1.22389996      -1.21853709    
   6.04004335      -1.21665585      -1.21130013    
   6.05004358      -1.20929003      -1.20394182    
   6.06004381      -1.20180333      -1.19646335    
   6.07004404      -1.19419634      -1.18886507    
   6.08004427      -1.18646991      -1.18114793    
   6.09004450      -1.17862487      -1.17331266    
   6.10004473      -1.17066193      -1.16535997    
   6.11004496      -1.16258192      -1.15729070    
   6.12004519      -1.15438557      -1.14910579    
   6.13004541      -1.14607382      -1.14080596    
   6.14004564      -1.13764739      -1.13239193    
   6.15004587      -1.12910724      -1.12386465    
   6.16004610      -1.12045419      -1.11522508    
   6.17004633      -1.11168909      -1.10647380    
   6.18004656      -1.10281277      -1.09761190    
   6.19004679      -1.09382617      -1.08864033    
   6.20004702      -1.08473015      -1.07955980    
   6.21004725      -1.07552564      -1.07037127    
   6.22004747      -1.06621349      -1.06107569    
   6.23004770      -1.05679476      -1.05167401    
   6.24004793      -1.04727030      -1.04216719    
   6.25004816      -1.03764117      -1.03255606    
   6.26004839      -1.02790821      -1.02284169    
   6.27004862      -1.01807249      -1.01302493    
   6.28004885      -1.00813496      -1.00310695    
   6.29004908     -0.998096526     -0.993088722    
   6.30004930     -0.987958312     -0.982971013    
   6.31004953     -0.977721274     -0.972755075    
   6.32004976     -0.967386425     -0.962441802    
   6.33004999     -0.956954837     -0.952032328    
   6.34005022     -0.946427524     -0.941527605    
   6.35005045     -0.935805559     -0.930928707    
   6.36005068     -0.925090015     -0.920236707    
   6.37005091     -0.914281964     -0.909452617    
   6.38005114     -0.903382480     -0.898577690    
   6.39005136     -0.892392635     -0.887612820    
   6.40005159     -0.881313503     -0.876559138    
   6.41005182     -0.870146275     -0.865417838    
   6.42005205     -0.858892024     -0.854189992    
   6.43005228     -0.847551823     -0.842876673    
   6.44005251     -0.836126864     -0.831479073    
   6.45005274     -0.824618280     -0.819998324    
   6.46005297     -0.813027263     -0.808435559    
   6.47005320     -0.801354885     -0.796791971    
   6.48005342     -0.789602399     -0.785068631    
   6.49005365     -0.777770936     -0.773266792    
   6.50005388     -0.765861690     -0.761387646    
   6.51005411     -0.753875852     -0.749432325    
   6.52005434     -0.741814613     -0.737402022    
   6.53005457     -0.729679167     -0.725297987    
   6.54005480     -0.717470765     -0.713121414    
   6.55005503     -0.705190599     -0.700873494    
   6.56005526     -0.692839921     -0.688555598    
   6.57005548     -0.680419922     -0.676168740    
   6.58005571     -0.667931855     -0.663714290    
   6.59005594     -0.655377030     -0.651193380    
   6.60005617     -0.642756641     -0.638607383    
   6.61005640     -0.630071998     -0.625957489    
   6.62005663     -0.617324293     -0.613245130    
   6.63005686     -0.604514837     -0.600471258    
   6.64005709     -0.591644943     -0.587637484    
