    t     y_estimated_euler    y_exact  
   6.65005732     -0.578715861     -0.574744821    
   6.66005754     -0.565728903     -0.561794758    
   6.67005777     -0.552685380     -0.548788428    
   6.68005800     -0.539586604     -0.535727262    
   6.69005823     -0.526433825     -0.522612512    
   6.70005846     -0.513228416     -0.509445488    
   6.71005869     -0.499971688     -0.496227533    
   6.72005892     -0.486664951     -0.482959896    
   6.73005915     -0.473309547     -0.469644040    
   6.74005938     -0.459906787     -0.456281126    
   6.75005960     -0.446458042     -0.442872614    
   6.76005983     -0.432964653     -0.429419845    
   6.77006006     -0.419427961     -0.415924072    
   6.78006029     -0.405849308     -0.402386695    
   6.79006052     -0.392230064     -0.388809085    
   6.80006075     -0.378571600     -0.375192642    
   6.81006098     -0.364875257     -0.361538649    
   6.82006121     -0.351142436     -0.347848415    
   6.83006144     -0.337374508     -0.334123492    
   6.84006166     -0.323572814     -0.320365131    
   6.85006189     -0.309738755     -0.306574643    
   6.86006212     -0.295873731     -0.292753637    
   6.87006235     -0.281979114     -0.278903186    
   6.88006258     -0.268056303     -0.265024960    
   6.89006281     -0.254106671     -0.251120150    
   6.90006304     -0.240131631     -0.237190306    
   6.91006327     -0.226132572     -0.223236740    
   6.92006350     -0.212110892     -0.209260821    
   6.93006372     -0.198067993     -0.195263922    
   6.94006395     -0.184005290     -0.181247532    
   6.95006418     -0.169924185     -0.167212963    
   6.96006441     -0.155826077     -0.153161764    
   6.97006464     -0.141712397     -0.139095247    
   6.98006487     -0.127584532     -0.125014663    
   6.99006510     -0.113443911     -0.110921681    
   7.00006533      -9.92919430E-02  -9.68176723E-02
   7.01006556      -8.51300433E-02  -8.27038288E-02
   7.02006578      -7.09596276E-02  -6.85818195E-02
   7.03006601      -5.67821115E-02  -5.44529557E-02
   7.04006624      -4.25989144E-02  -4.03186083E-02
   7.05006647      -2.84114536E-02  -2.61802077E-02
   7.06006670      -1.42211495E-02  -1.20392442E-02
   7.07006693      -2.94214115E-05   2.10303068E-03
   7.08006716       1.41623123E-02   1.62449479E-02
   7.09006739       2.83526313E-02   3.03853750E-02
   7.10006762       4.25401181E-02   4.45227623E-02
   7.11006784       5.67233525E-02   5.86555600E-02
   7.12006807       7.09009171E-02   7.27826953E-02
   7.13006830       8.50713924E-02   8.69023800E-02
   7.14006853       9.92333591E-02  0.101013482    
   7.15006876      0.113385409      0.115114391    
   7.16006899      0.127526119      0.129203916    
   7.17006922      0.141654074      0.143280387    
   7.18006945      0.155767873      0.157342613    
   7.19006968      0.169866085      0.171389103    
   7.20006990      0.183947325      0.185418427    
   7.21007013      0.198010162      0.199429274    
   7.22007036      0.212053195      0.213420153    
   7.23007059      0.226075023      0.227389693    
   7.24007082      0.240074247      0.241336346    
   7.25007105      0.254049480      0.255259097    
   7.26007128      0.267999291      0.269156218    
   7.27007151      0.281922311      0.283026397    
   7.28007174      0.295817137      0.296868324    
   7.29007196      0.309682369      0.310680509    
   7.30007219      0.323516637      0.324461699    
   7.31007242      0.337318569      0.338210344    
   7.32007265      0.351086766      0.351925194    
   7.33007288      0.364819854      0.365604937    
   7.34007311      0.378516465      0.379248083    
   7.35007334      0.392175227      0.392853290    
   7.36007357      0.405794770      0.406419277    
   7.37007380      0.419373721      0.419944495    
   7.38007402      0.432910740      0.433427811    
   7.39007425      0.446404457      0.446867764    
   7.40007448      0.459853530      0.460263014    
   7.41007471      0.473256618      0.473612219    
   7.42007494      0.486612380      0.486914068    
   7.43007517      0.499919474      0.500167251    
   7.44007540      0.513176560      0.513370395    
   7.45007563      0.526382387      0.526522279    
   7.46007586      0.539535522      0.539621413    
   7.47007608      0.552634716      0.552666545    
   7.48007631      0.565678656      0.565656543    
   7.49007654      0.578666031      0.578589916    
   7.50007677      0.591595531      0.591465473    
   7.51007700      0.604465902      0.604281783    
   7.52007723      0.617275774      0.617037654    
   7.53007746      0.630023956      0.629731953    
   7.54007769      0.642709136      0.642363191    
   7.55007792      0.655330002      0.654930174    
   7.56007814      0.667885363      0.667431712    
   7.57007837      0.680373907      0.679866552    
   7.58007860      0.692794442      0.692233324    
   7.59007883      0.705145717      0.704530835    
   7.60007906      0.717426419      0.716757953    
   7.61007929      0.729635417      0.728913367    
   7.62007952      0.741771460      0.740995884    
   7.63007975      0.753833294      0.753004432    
   7.64007998      0.765819728      0.764937460    
   7.65008020      0.777729571      0.776794195    
   7.66008043      0.789561689      0.788573086    
   7.67008066      0.801314831      0.800273240    
   7.68008089      0.812987804      0.811893284    
   7.69008112      0.824579477      0.823432207    
   7.70008135      0.836088717      0.834888637    
   7.71008158      0.847514331      0.846261740    
   7.72008181      0.858855188      0.857550144    
   7.73008204      0.870110154      0.868752778    
   7.74008226      0.881278157      0.879868567    
   7.75008249      0.892358005      0.890896320    
   7.76008272      0.903348625      0.901835024    
   7.77008295      0.914248884      0.912683487    
   7.78008318      0.925057709      0.923440814    
   7.79008341      0.935774028      0.934105635    
   7.80008364      0.946396768      0.944677114    
   7.81008387      0.956924856      0.955154121    
   7.82008410      0.967357278      0.965535641    
   7.83008432      0.977692962      0.975820601    
   7.84008455      0.987930834      0.986007869    
   7.85008478      0.998069942      0.996096671    
   7.86008501       1.00810921       1.00608575    
   7.87008524       1.01804769       1.01597428    
   7.88008547       1.02788436       1.02576113    
   7.89008570       1.03761828       1.03544557    
   7.90008593       1.04724836       1.04502630    
   7.91008615       1.05677378       1.05450261    
   7.92008638       1.06619346       1.06387341    
   7.93008661       1.07550657       1.07313788    
   7.94008684       1.08471215       1.08229494    
   7.95008707       1.09380925       1.09134388    
   7.96008730       1.10279691       1.10028362    
   7.97008753       1.11167431       1.10911334    
   7.98008776       1.12044048       1.11783218    
   7.99008799       1.12909460       1.12643909    
   8.00008774       1.13763583       1.13493311    
   8.01008797       1.14606333       1.14331400    
   8.02008820       1.15437615       1.15158057    
   8.03008842       1.16257358       1.15973186    
   8.04008865       1.17065477       1.16776729    
   8.05008888       1.17861891       1.17568588    
   8.06008911       1.18646514       1.18348694    
   8.07008934       1.19419277       1.19116962    
   8.08008957       1.20180094       1.19873321    
   8.09008980       1.20928895       1.20617688    
   8.10009003       1.21665597       1.21350002    
   8.11009026       1.22390139       1.22070169    
   8.12009048       1.23102438       1.22778130    
   8.13009071       1.23802423       1.23473823    
   8.14009094       1.24490035       1.24157166    
   8.15009117       1.25165188       1.24828076    
   8.16009140       1.25827825       1.25486517    
   8.17009163       1.26477885       1.26132417    
   8.18009186       1.27115297       1.26765692    
   8.19009209       1.27739990       1.27386284    
   8.20009232       1.28351915       1.27994144    
   8.21009254       1.28951001       1.28589213    
   8.22009277       1.29537189       1.29171407    
   8.23009300       1.30110431       1.29740691    
   8.24009323       1.30670655       1.30296993    
   8.25009346       1.31217813       1.30840278    
   8.26009369       1.31751847       1.31370473    
   8.27009392       1.32272708       1.31887531    
   8.28009415       1.32780337       1.32391405    
   8.29009438       1.33274686       1.32882023    
   8.30009460       1.33755708       1.33359361    
   8.31009483       1.34223354       1.33823371    
   8.32009506       1.34677577       1.34273994    
   8.33009529       1.35118341       1.34711182    
   8.34009552       1.35545588       1.35134900    
   8.35009575       1.35959280       1.35545111    
   8.36009598       1.36359370       1.35941756    
   8.37009621       1.36745822       1.36324811    
   8.38009644       1.37118602       1.36694241    
   8.39009666       1.37477672       1.37049985    
   8.40009689       1.37822998       1.37392044    
   8.41009712       1.38154542       1.37720346    
   8.42009735       1.38472271       1.38034892    
   8.43009758       1.38776147       1.38335621    
   8.44009781       1.39066148       1.38622510    
   8.45009804       1.39342237       1.38895547    
   8.46009827       1.39604390       1.39154696    
   8.47009850       1.39852583       1.39399922    
   8.48009872       1.40086794       1.39631212    
   8.49009895       1.40306997       1.39848542    
   8.50009918       1.40513170       1.40051877    
   8.51009941       1.40705287       1.40241218    
   8.52009964       1.40883338       1.40416527    
   8.53009987       1.41047299       1.40577793    
   8.54010010       1.41197157       1.40724993    
   8.55010033       1.41332889       1.40858126    
   8.56010056       1.41454482       1.40977180    
   8.57010078       1.41561937       1.41082132    
   8.58010101       1.41655231       1.41172981    
   8.59010124       1.41734362       1.41249704    
   8.60010147       1.41799319       1.41312301    
   8.61010170       1.41850090       1.41360772    
   8.62010193       1.41886675       1.41395104    
   8.63010216       1.41909075       1.41415286    
   8.64010239       1.41917288       1.41421342    
   8.65010262       1.41911304       1.41413260    
   8.66010284       1.41891134       1.41391015    
   8.67010307       1.41856766       1.41354632    
   8.68010330       1.41808212       1.41304123    
   8.69010353       1.41745484       1.41239476    
   8.70010376       1.41668582       1.41160727    
   8.71010399       1.41577506       1.41067839    
   8.72010422       1.41472268       1.40960836    
   8.73010445       1.41352892       1.40839756    
   8.74010468       1.41219378       1.40704584    
   8.75010490       1.41071737       1.40555334    
   8.76010513       1.40909994       1.40392041    
   8.77010536       1.40734160       1.40214705    
   8.78010559       1.40544248       1.40023351    
   8.79010582       1.40340281       1.39817977    
   8.80010605       1.40122283       1.39598632    
   8.81010628       1.39890265       1.39365339    
   8.82010651       1.39644265       1.39118099    
   8.83010674       1.39384294       1.38856936    
   8.84010696       1.39110386       1.38581896    
   8.85010719       1.38822567       1.38292992    
   8.86010742       1.38520861       1.37990260    
   8.87010765       1.38205302       1.37673736    
   8.88010788       1.37875926       1.37343431    
   8.89010811       1.37532759       1.36999404    
   8.90010834       1.37175846       1.36641669    
   8.91010857       1.36805212       1.36270273    
   8.92010880       1.36420894       1.35885251    
   8.93010902       1.36022937       1.35486639    
   8.94010925       1.35611379       1.35074472    
   8.95010948       1.35186255       1.34648800    
   8.96010971       1.34747612       1.34209657    
   8.97010994       1.34295499       1.33757102    
   8.98011017       1.33829951       1.33291173    
   8.99011040       1.33351016       1.32811904    
   9.00011063       1.32858753       1.32319367    
   9.01011086       1.32353199       1.31813586    
   9.02011108       1.31834412       1.31294632    
   9.03011131       1.31302440       1.30762529    
   9.04011154       1.30757332       1.30217361    
   9.05011177       1.30199146       1.29659188    
   9.06011200       1.29627943       1.29088032    
   9.07011223       1.29043782       1.28503966    
   9.08011246       1.28446710       1.27907050    
   9.09011269       1.27836800       1.27297342    
   9.10011292       1.27214098       1.26674902    
   9.11011314       1.26578677       1.26039803    
   9.12011337       1.25930595       1.25392091    
   9.13011360       1.25269926       1.24731839    
   9.14011383       1.24596727       1.24059129    
   9.15011406       1.23911071       1.23373997    
   9.16011429       1.23213017       1.22676528    
   9.17011452       1.22502649       1.21966791    
   9.18011475       1.21780026       1.21244860    
   9.19011497       1.21045220       1.20510805    
   9.20011520       1.20298314       1.19764698    
   9.21011543       1.19539380       1.19006610    
   9.22011566       1.18768489       1.18236625    
   9.23011589       1.17985725       1.17454815    
   9.24011612       1.17191160       1.16661263    
   9.25011635       1.16384876       1.15856040    
   9.26011658       1.15566945       1.15039229    
   9.27011681       1.14737463       1.14210916    
   9.28011703       1.13896501       1.13371181    
   9.29011726       1.13044155       1.12520111    
   9.30011749       1.12180507       1.11657786    
   9.31011772       1.11305642       1.10784292    
   9.32011795       1.10419643       1.09899724    
   9.33011818       1.09522593       1.09004164    
   9.34011841       1.08614600       1.08097708    
   9.35011864       1.07695746       1.07180429    
   9.36011887       1.06766117       1.06252444    
   9.37011909       1.05825806       1.05313826    
   9.38011932       1.04874921       1.04364681    
   9.39011955       1.03913546       1.03405094    
   9.40011978       1.02941775       1.02435172    
   9.41012001       1.01959717       1.01455009    
   9.42012024       1.00967455       1.00464690    
   9.43012047      0.999650955      0.994643331    
   9.44012070      0.989527404      0.984540164    
   9.45012093      0.979304910      0.974338710    
   9.46012115      0.968984485      0.964039743    
   9.47012138      0.958567142      0.953644335    
   9.48012161      0.948053956      0.943153560    
   9.49012184      0.937445939      0.932568491    
   9.50012207      0.926744223      0.921890199    
   9.51012230      0.915949821      0.911119640    
   9.52012253      0.905063808      0.900258005    
   9.53012276      0.894087255      0.889306307    
   9.54012299      0.883021295      0.878265738    
   9.55012321      0.871867061      0.867137313    
   9.56012344      0.860625625      0.855922222    
   9.57012367      0.849298120      0.844621420    
   9.58012390      0.837885678      0.833236217    
   9.59012413      0.826389432      0.821767688    
   9.60012436      0.814810574      0.810216963    
   9.61012459      0.803150237      0.798585236    
   9.62012482      0.791409552      0.786873639    
   9.63012505      0.779589713      0.775083303    
   9.64012527      0.767691910      0.763215542    
   9.65012550      0.755717337      0.751271367    
   9.66012573      0.743667245      0.739252210    
   9.67012596      0.731542766      0.727158964    
   9.68012619      0.719345093      0.714993000    
   9.69012642      0.707075477      0.702755690    
   9.70012665      0.694735169      0.690447986    
   9.71012688      0.682325423      0.678071260    
   9.72012711      0.669847429      0.665626705    
   9.73012733      0.657302439      0.653115630    
   9.74012756      0.644691706      0.640539169    
   9.75012779      0.632016480      0.627898693    
   9.76012802      0.619278073      0.615195453    
   9.77012825      0.606477737      0.602430701    
   9.78012848      0.593616724      0.589605629    
   9.79012871      0.580696404      0.576721668    
   9.80012894      0.567717969      0.563779950    
   9.81012917      0.554682791      0.550781906    
   9.82012939      0.541592121      0.537728786    
   9.83012962      0.528447270      0.524621844    
   9.84012985      0.515249610      0.511462450    
   9.85013008      0.502000391      0.498251975    
   9.86013031      0.488700986      0.484991580    
   9.87013054      0.475352705      0.471682787    
   9.88013077      0.461956888      0.458326757    
   9.89013100      0.448514879      0.444924921    
   9.90013123      0.435028017      0.431478590    
   9.91013145      0.421497643      0.417989075    
   9.92013168      0.407925129      0.404457748    
   9.93013191      0.394311816      0.390886009    
   9.94013214      0.380659074      0.377275169    
   9.95013237      0.366968274      0.363626659    
   9.96013260      0.353240758      0.349941671    
   9.97013283      0.339477926      0.336221755    
   9.98013306      0.325681150      0.322468221    
   9.99013329      0.311851799      0.308682442    
   10.0001335      0.297991276      0.294865787    
